age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,deposit
30,technician,single,tertiary,no,530,yes,0,cellular,117,3,-1,0,unknown,no
31,services,single,secondary,no,509,no,0,cellular,149,1,-1,0,unknown,no
35,technician,married,secondary,no,673,no,0,cellular,203,8,-1,0,unknown,no
45,management,married,tertiary,no,434,no,0,cellular,131,7,-1,0,unknown,no
40,admin.,married,secondary,no,946,yes,1,unknown,596,3,-1,0,unknown,no
50,services,married,secondary,no,1661,no,0,unknown,269,2,-1,0,unknown,no
29,admin.,single,secondary,no,277,yes,0,cellular,125,1,-1,0,unknown,no
41,unemployed,single,tertiary,no,3077,yes,0,cellular,135,1,-1,0,unknown,no
44,technician,married,tertiary,no,1364,no,0,cellular,156,2,-1,0,unknown,no
29,unknown,single,secondary,no,1327,no,0,cellular,331,1,-1,0,unknown,no
49,technician,divorced,secondary,no,2464,yes,1,cellular,65,3,-1,0,unknown,no
30,admin.,single,secondary,no,1278,no,0,cellular,299,1,216,2,failure,no
37,blue-collar,married,unknown,no,19,yes,0,unknown,546,2,-1,0,unknown,no
52,admin.,divorced,secondary,no,784,no,1,cellular,145,1,-1,0,unknown,no
30,management,single,tertiary,no,1766,no,0,cellular,109,4,-1,0,unknown,no
40,admin.,single,secondary,no,1196,yes,0,cellular,92,5,202,17,failure,no
33,blue-collar,married,secondary,no,2824,yes,0,cellular,122,1,308,2,other,no
34,self-employed,single,secondary,no,427,yes,0,unknown,299,1,-1,0,unknown,no
33,blue-collar,married,secondary,no,333,yes,0,unknown,130,1,-1,0,unknown,no
35,unemployed,married,secondary,no,1174,no,0,cellular,554,3,-1,0,unknown,no
54,management,married,tertiary,no,619,no,1,cellular,45,1,265,6,other,no
32,services,married,secondary,no,439,yes,0,cellular,389,1,-1,0,unknown,no
32,technician,married,tertiary,no,18,yes,0,cellular,355,3,-1,0,unknown,no
44,management,married,secondary,no,911,no,1,cellular,136,2,183,11,failure,no
53,technician,married,secondary,no,711,no,0,telephone,11,5,-1,0,unknown,no
53,admin.,married,secondary,no,1001,no,0,cellular,57,2,-1,0,unknown,no
40,management,single,tertiary,no,1793,no,0,cellular,331,1,58,3,failure,no
29,admin.,single,secondary,no,2892,no,0,cellular,247,1,-1,0,unknown,no
36,housemaid,married,primary,no,3028,yes,0,cellular,563,4,-1,0,unknown,no
40,blue-collar,divorced,secondary,no,1207,yes,0,unknown,107,1,-1,0,unknown,no
58,services,married,primary,no,1346,yes,0,unknown,241,3,-1,0,unknown,no
34,management,married,tertiary,no,424,yes,1,cellular,127,1,-1,0,unknown,no
60,blue-collar,married,secondary,no,3756,yes,0,telephone,194,1,-1,0,unknown,no
23,student,single,unknown,no,988,no,0,cellular,160,7,-1,0,unknown,no
59,unknown,married,unknown,no,1821,no,0,cellular,786,1,-1,0,unknown,no
42,technician,married,tertiary,no,1463,no,0,cellular,59,2,-1,0,unknown,no
50,management,married,tertiary,no,424,no,0,cellular,230,3,130,3,other,no
31,management,single,secondary,no,1651,yes,0,cellular,10,2,-1,0,unknown,no
31,management,single,tertiary,no,522,no,0,cellular,67,2,-1,0,unknown,no
28,admin.,married,secondary,no,429,yes,0,cellular,119,1,-1,0,unknown,no
56,admin.,married,primary,no,424,yes,0,cellular,351,2,227,4,failure,no
23,student,single,secondary,no,3594,no,0,cellular,469,2,-1,0,unknown,no
30,entrepreneur,married,secondary,no,2395,yes,0,unknown,140,2,-1,0,unknown,no
54,technician,married,secondary,no,424,no,0,telephone,157,2,106,6,success,no
35,blue-collar,married,secondary,no,578,yes,0,unknown,209,4,-1,0,unknown,no
29,admin.,married,secondary,no,310,yes,0,unknown,326,1,-1,0,unknown,no
48,management,married,primary,no,850,no,0,cellular,60,1,-1,0,unknown,no
43,admin.,single,tertiary,no,1084,yes,0,cellular,117,1,-1,0,unknown,no
40,management,single,tertiary,no,424,no,0,cellular,56,7,-1,0,unknown,no
38,entrepreneur,married,secondary,no,1098,yes,0,unknown,142,2,-1,0,unknown,no
30,admin.,married,secondary,no,428,no,0,unknown,5,2,-1,0,unknown,no
60,blue-collar,married,secondary,no,620,no,0,unknown,581,3,-1,0,unknown,no
31,entrepreneur,divorced,secondary,no,714,yes,0,cellular,228,1,-1,0,unknown,no
28,student,single,tertiary,no,645,yes,0,cellular,174,1,-1,0,unknown,no
31,technician,married,secondary,no,604,no,0,cellular,220,1,70,2,success,no
48,services,single,primary,no,316,no,0,cellular,73,2,-1,0,unknown,no
36,blue-collar,single,primary,no,503,no,0,unknown,7,3,-1,0,unknown,no
41,management,divorced,tertiary,no,660,no,0,cellular,157,2,-1,0,unknown,no
35,management,single,tertiary,no,1497,no,0,unknown,2,1,771,2,success,no
51,management,divorced,tertiary,no,3,yes,1,cellular,299,6,-1,0,unknown,no
35,blue-collar,married,secondary,no,2220,yes,0,cellular,12,1,-1,0,unknown,no
51,management,single,unknown,no,126,yes,0,unknown,31,2,-1,0,unknown,no
56,blue-collar,married,secondary,no,808,no,0,cellular,208,3,-1,0,unknown,no
59,retired,married,secondary,no,2262,no,1,cellular,125,3,-1,0,unknown,no
27,services,married,secondary,no,478,yes,0,cellular,95,1,370,1,failure,no
48,services,married,secondary,no,2540,yes,0,cellular,105,3,-1,0,unknown,no
24,admin.,single,secondary,no,1591,yes,1,unknown,74,3,-1,0,unknown,no
56,admin.,married,secondary,no,783,yes,1,cellular,96,2,-1,0,unknown,no
34,management,married,tertiary,no,1685,no,0,cellular,263,2,-1,0,unknown,no
35,technician,married,secondary,no,1309,no,1,cellular,112,2,-1,0,unknown,no
57,retired,married,tertiary,no,562,no,0,unknown,155,5,-1,0,unknown,no
30,blue-collar,single,secondary,no,424,yes,0,cellular,765,2,-1,0,unknown,no
40,admin.,divorced,secondary,no,645,yes,0,unknown,152,2,-1,0,unknown,no
48,blue-collar,married,primary,no,234,no,1,cellular,132,4,-1,0,unknown,no
35,management,married,tertiary,no,1794,yes,0,unknown,59,1,-1,0,unknown,no
46,services,married,secondary,no,1963,yes,0,unknown,378,4,-1,0,unknown,no
30,blue-collar,married,primary,no,424,yes,0,cellular,237,2,-1,0,unknown,no
37,services,single,secondary,no,1337,yes,0,unknown,240,3,-1,0,unknown,no
30,unemployed,married,tertiary,no,424,yes,0,cellular,753,1,-1,0,unknown,no
46,management,married,tertiary,no,1575,yes,0,unknown,234,1,-1,0,unknown,no
43,blue-collar,divorced,primary,no,374,yes,0,unknown,219,2,-1,0,unknown,no
40,blue-collar,single,secondary,no,506,yes,0,cellular,133,6,370,5,failure,no
34,unemployed,married,secondary,no,861,yes,1,cellular,270,1,323,1,failure,no
43,admin.,divorced,secondary,no,1145,yes,0,unknown,666,2,-1,0,unknown,no
31,services,married,secondary,no,424,yes,0,cellular,222,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,797,yes,0,unknown,933,3,-1,0,unknown,no
49,self-employed,single,tertiary,no,184,no,1,cellular,912,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,172,yes,1,cellular,352,1,-1,0,unknown,no
27,admin.,single,secondary,no,1015,yes,1,cellular,464,3,-1,0,unknown,no
35,management,divorced,tertiary,no,880,yes,0,cellular,112,3,-1,0,unknown,no
47,unemployed,single,secondary,no,3151,no,0,cellular,142,1,-1,0,unknown,no
56,blue-collar,married,primary,no,353,yes,1,unknown,116,1,-1,0,unknown,no
26,self-employed,single,secondary,no,890,yes,1,unknown,88,2,-1,0,unknown,no
29,admin.,single,secondary,no,203,yes,1,unknown,213,1,-1,0,unknown,no
53,blue-collar,married,secondary,no,3765,no,0,unknown,144,4,-1,0,unknown,no
38,blue-collar,married,primary,no,890,yes,0,unknown,377,1,-1,0,unknown,no
33,blue-collar,married,tertiary,no,1275,no,1,cellular,543,3,-1,0,unknown,no
30,blue-collar,single,secondary,no,347,yes,0,unknown,147,2,-1,0,unknown,no
36,admin.,married,secondary,no,499,yes,0,unknown,50,4,-1,0,unknown,no
37,blue-collar,single,secondary,no,716,no,0,unknown,7,1,-1,0,unknown,no
60,blue-collar,married,secondary,no,424,no,1,unknown,122,1,-1,0,unknown,no
48,management,married,tertiary,no,687,yes,0,unknown,348,2,-1,0,unknown,no
32,management,married,tertiary,no,558,no,1,cellular,160,2,-1,0,unknown,no
31,self-employed,single,tertiary,no,515,no,0,unknown,204,1,-1,0,unknown,no
54,management,married,tertiary,no,424,no,1,cellular,305,3,-1,0,unknown,no
31,self-employed,married,tertiary,no,653,no,0,cellular,182,1,-1,0,unknown,no
31,blue-collar,married,secondary,no,1296,yes,0,cellular,23,22,-1,0,unknown,no
29,services,single,secondary,no,621,yes,0,cellular,17,2,-1,0,unknown,no
23,blue-collar,married,primary,no,260,no,0,unknown,163,2,-1,0,unknown,no
51,management,married,tertiary,no,197,no,0,cellular,468,2,9,2,other,no
32,blue-collar,single,secondary,no,1027,no,0,cellular,408,2,196,2,other,no
48,management,married,primary,no,1029,no,0,cellular,75,6,-1,0,unknown,no
32,blue-collar,married,primary,no,1801,yes,0,telephone,33,3,-1,0,unknown,no
44,housemaid,married,secondary,no,616,no,0,unknown,230,2,-1,0,unknown,no
35,management,married,tertiary,no,424,yes,1,cellular,84,4,-1,0,unknown,no
46,technician,married,secondary,yes,713,no,0,unknown,49,3,-1,0,unknown,no
31,admin.,married,secondary,no,958,no,0,unknown,247,3,-1,0,unknown,no
31,blue-collar,single,secondary,no,457,yes,0,unknown,212,4,-1,0,unknown,no
36,blue-collar,married,primary,no,667,yes,1,unknown,116,2,-1,0,unknown,no
35,services,married,tertiary,no,424,yes,0,unknown,310,2,-1,0,unknown,no
35,services,married,secondary,no,1626,yes,0,unknown,112,5,-1,0,unknown,no
36,technician,married,tertiary,no,1665,no,0,cellular,172,2,-1,0,unknown,no
52,blue-collar,married,tertiary,no,721,yes,0,cellular,60,2,195,1,failure,no
27,technician,single,secondary,no,1156,yes,0,cellular,292,1,-1,0,unknown,no
47,services,married,secondary,no,702,yes,0,cellular,49,1,366,1,other,no
43,unemployed,married,secondary,no,976,no,0,telephone,123,1,-1,0,unknown,no
41,entrepreneur,married,primary,no,829,no,0,unknown,270,1,-1,0,unknown,no
18,student,single,secondary,no,429,no,0,cellular,141,2,-1,0,unknown,no
45,blue-collar,married,secondary,no,2155,no,1,telephone,1104,2,-1,0,unknown,no
41,technician,married,secondary,no,424,no,0,cellular,409,2,156,8,other,no
34,technician,married,tertiary,no,1335,yes,0,cellular,216,1,-1,0,unknown,no
46,services,married,secondary,no,329,yes,0,cellular,149,3,-1,0,unknown,no
38,technician,married,secondary,no,804,yes,0,unknown,124,2,-1,0,unknown,no
23,services,married,secondary,no,1650,yes,0,unknown,347,2,-1,0,unknown,no
73,retired,married,primary,no,965,no,0,telephone,105,5,-1,0,unknown,no
41,technician,married,unknown,no,454,yes,0,cellular,149,1,-1,0,unknown,no
43,management,single,tertiary,no,424,no,0,cellular,153,2,-1,0,unknown,no
51,management,married,tertiary,no,410,no,0,cellular,210,2,-1,0,unknown,no
45,services,married,unknown,no,742,no,0,cellular,61,2,-1,0,unknown,no
47,housemaid,divorced,primary,no,1724,no,0,unknown,125,1,-1,0,unknown,no
35,blue-collar,married,tertiary,no,3233,yes,0,cellular,117,2,-1,0,unknown,no
38,admin.,divorced,secondary,no,379,no,1,cellular,100,1,-1,0,unknown,no
31,management,married,tertiary,no,2924,no,1,cellular,264,1,-1,0,unknown,no
49,entrepreneur,married,tertiary,no,3180,yes,0,cellular,103,1,-1,0,unknown,no
29,blue-collar,single,secondary,no,440,no,0,unknown,195,3,-1,0,unknown,no
39,admin.,married,secondary,no,1857,yes,0,unknown,100,2,-1,0,unknown,no
41,entrepreneur,married,tertiary,no,730,yes,0,unknown,100,3,-1,0,unknown,no
34,blue-collar,single,secondary,no,639,no,0,cellular,327,1,94,3,success,no
39,management,single,tertiary,no,424,yes,0,cellular,559,4,369,3,failure,no
78,retired,divorced,unknown,no,2438,no,0,telephone,127,2,-1,0,unknown,no
33,management,married,tertiary,no,1978,no,0,cellular,132,1,103,1,success,no
59,retired,married,primary,no,1734,yes,0,unknown,582,2,-1,0,unknown,no
52,management,married,tertiary,no,1080,no,0,cellular,515,4,-1,0,unknown,no
35,entrepreneur,married,tertiary,no,398,yes,0,cellular,169,2,-1,0,unknown,no
43,admin.,married,secondary,yes,268,yes,0,unknown,161,2,-1,0,unknown,no
43,technician,single,secondary,no,1763,no,0,unknown,73,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,1139,yes,0,cellular,99,2,-1,0,unknown,no
36,admin.,single,tertiary,no,2939,yes,0,unknown,430,1,-1,0,unknown,no
45,unemployed,single,secondary,no,457,no,0,cellular,435,1,-1,0,unknown,no
47,management,married,primary,no,2994,yes,0,unknown,112,1,-1,0,unknown,no
38,admin.,divorced,secondary,yes,424,no,1,cellular,124,3,-1,0,unknown,no
45,entrepreneur,married,tertiary,no,643,yes,1,cellular,116,4,-1,0,unknown,no
33,technician,married,tertiary,no,2485,no,0,cellular,293,2,-1,0,unknown,no
38,management,divorced,tertiary,no,500,no,0,cellular,218,3,-1,0,unknown,no
36,technician,married,tertiary,no,3045,no,0,cellular,50,3,-1,0,unknown,no
38,blue-collar,married,secondary,no,262,yes,0,unknown,19,1,-1,0,unknown,no
34,self-employed,married,tertiary,no,2332,no,0,telephone,88,3,70,3,failure,no
32,admin.,single,secondary,no,469,yes,1,cellular,901,3,344,7,other,no
49,technician,married,secondary,yes,361,yes,0,cellular,112,1,-1,0,unknown,no
37,management,single,tertiary,no,2207,no,0,cellular,156,3,114,1,failure,no
47,technician,divorced,tertiary,no,3554,no,0,cellular,198,4,-1,0,unknown,no
28,self-employed,married,tertiary,no,544,yes,1,unknown,128,3,-1,0,unknown,no
29,admin.,divorced,secondary,no,1660,yes,1,unknown,487,1,-1,0,unknown,no
30,services,single,secondary,no,669,no,1,cellular,185,2,-1,0,unknown,no
34,admin.,divorced,primary,no,3611,yes,0,unknown,41,2,-1,0,unknown,no
39,technician,single,unknown,no,424,yes,0,unknown,128,1,-1,0,unknown,no
26,blue-collar,married,secondary,no,2505,yes,0,unknown,139,1,-1,0,unknown,no
38,technician,divorced,secondary,no,1579,yes,1,cellular,71,7,-1,0,unknown,no
47,admin.,married,secondary,no,722,yes,0,cellular,181,1,-1,0,unknown,no
61,management,married,secondary,no,1367,no,0,cellular,178,1,-1,0,unknown,no
35,technician,married,secondary,no,424,no,0,cellular,123,2,-1,0,unknown,no
34,admin.,married,secondary,no,424,yes,0,cellular,28,4,-1,0,unknown,no
34,entrepreneur,married,secondary,no,1697,yes,0,cellular,250,2,-1,0,unknown,no
56,technician,single,secondary,no,1166,yes,0,cellular,41,8,177,5,failure,no
47,services,married,secondary,no,2424,yes,0,unknown,321,1,-1,0,unknown,no
36,unemployed,married,secondary,no,394,no,0,cellular,337,3,-1,0,unknown,no
43,technician,married,secondary,no,1052,no,0,cellular,194,1,-1,0,unknown,no
51,admin.,married,primary,no,1668,yes,0,unknown,413,8,-1,0,unknown,no
40,technician,single,secondary,no,701,yes,0,unknown,272,2,-1,0,unknown,no
38,services,married,tertiary,no,1414,no,0,unknown,323,3,-1,0,unknown,no
34,management,married,tertiary,no,435,yes,0,cellular,652,1,-1,0,unknown,no
47,self-employed,married,tertiary,no,424,no,0,telephone,26,1,-1,0,unknown,no
57,entrepreneur,married,secondary,no,1309,no,0,cellular,119,1,-1,0,unknown,no
35,technician,married,secondary,no,3733,no,0,cellular,87,1,92,2,other,no
45,management,married,tertiary,no,478,yes,0,telephone,105,3,-1,0,unknown,no
55,unemployed,married,secondary,no,240,no,1,cellular,303,2,-1,0,unknown,no
54,management,married,secondary,no,424,no,0,cellular,104,1,-1,0,unknown,no
39,services,married,primary,no,2087,yes,0,unknown,206,2,-1,0,unknown,no
58,services,married,primary,no,489,no,0,unknown,160,1,-1,0,unknown,no
31,admin.,married,secondary,no,791,yes,0,cellular,412,5,361,3,other,no
35,blue-collar,married,primary,no,475,yes,0,unknown,591,2,-1,0,unknown,no
45,technician,married,secondary,no,2791,yes,1,unknown,44,4,-1,0,unknown,no
44,admin.,divorced,secondary,no,445,yes,0,cellular,679,3,-1,0,unknown,no
57,blue-collar,married,primary,no,3552,no,0,unknown,9,11,-1,0,unknown,no
41,technician,married,secondary,no,1378,no,0,cellular,53,2,-1,0,unknown,no
42,blue-collar,married,secondary,no,589,yes,0,unknown,331,2,-1,0,unknown,no
49,technician,single,unknown,no,774,no,0,cellular,89,3,-1,0,unknown,no
52,self-employed,divorced,secondary,no,808,no,1,cellular,94,4,-1,0,unknown,no
57,blue-collar,married,secondary,no,2146,yes,0,telephone,21,2,-1,0,unknown,no
29,management,single,tertiary,no,414,yes,0,cellular,162,2,-1,0,unknown,no
34,blue-collar,single,primary,no,928,yes,0,unknown,349,1,-1,0,unknown,no
36,management,married,tertiary,no,91,yes,0,cellular,265,1,259,2,failure,no
39,management,married,tertiary,no,985,no,0,cellular,301,2,-1,0,unknown,no
53,blue-collar,divorced,primary,no,3009,no,0,unknown,110,1,-1,0,unknown,no
40,services,married,secondary,no,529,yes,0,cellular,159,1,-1,0,unknown,no
38,services,single,secondary,no,424,yes,0,unknown,164,2,-1,0,unknown,no
34,admin.,single,secondary,no,490,yes,0,unknown,235,1,-1,0,unknown,no
40,services,married,secondary,no,424,yes,1,cellular,224,2,-1,0,unknown,no
39,management,married,secondary,no,3713,yes,0,cellular,183,2,-1,0,unknown,no
51,technician,single,tertiary,no,3664,yes,0,cellular,124,2,171,7,failure,no
33,admin.,married,secondary,no,1950,no,0,cellular,522,2,-1,0,unknown,no
59,management,divorced,tertiary,no,483,yes,0,unknown,271,1,-1,0,unknown,no
30,technician,single,secondary,no,478,no,0,cellular,192,2,-1,0,unknown,no
61,technician,married,primary,no,2256,no,0,cellular,1060,1,-1,0,unknown,no
24,admin.,married,secondary,no,723,yes,0,cellular,207,1,321,1,failure,no
36,management,married,tertiary,no,819,no,0,cellular,65,5,-1,0,unknown,no
34,technician,single,tertiary,no,608,yes,0,cellular,85,3,-1,0,unknown,no
47,blue-collar,married,primary,no,898,yes,1,cellular,97,2,251,7,other,no
40,technician,married,secondary,no,108,no,0,telephone,20,2,-1,0,unknown,no
46,technician,divorced,secondary,no,541,no,0,cellular,92,2,-1,0,unknown,no
32,management,married,tertiary,no,1130,yes,0,cellular,74,7,-1,0,unknown,no
39,management,married,tertiary,no,469,no,0,cellular,146,4,-1,0,unknown,no
35,management,single,tertiary,no,1784,yes,0,cellular,71,4,-1,0,unknown,no
37,services,single,primary,no,424,no,1,cellular,153,6,245,5,other,no
45,technician,married,unknown,no,1290,yes,0,cellular,73,2,42,1,failure,no
38,blue-collar,married,primary,no,3099,yes,0,cellular,358,1,-1,0,unknown,no
52,technician,married,secondary,no,391,no,0,unknown,611,1,-1,0,unknown,no
28,blue-collar,single,primary,no,854,yes,0,cellular,66,2,363,2,failure,no
35,management,single,tertiary,no,212,yes,0,cellular,164,2,272,6,failure,no
45,technician,married,secondary,no,2406,no,0,unknown,144,2,-1,0,unknown,no
33,management,single,tertiary,no,615,no,1,cellular,676,4,209,1,failure,no
42,technician,divorced,secondary,no,1918,yes,0,cellular,48,2,-1,0,unknown,no
23,student,single,secondary,no,3557,no,0,cellular,156,2,-1,0,unknown,no
49,entrepreneur,divorced,secondary,no,583,yes,0,unknown,93,3,-1,0,unknown,no
52,technician,married,tertiary,no,431,no,1,unknown,173,1,-1,0,unknown,no
27,management,single,secondary,no,459,no,0,cellular,253,1,-1,0,unknown,no
34,management,married,secondary,no,1404,yes,0,cellular,238,2,-1,0,unknown,no
31,technician,married,secondary,no,530,yes,0,unknown,99,13,-1,0,unknown,no
45,admin.,married,secondary,no,424,yes,0,cellular,106,5,-1,0,unknown,no
32,admin.,married,secondary,no,424,no,0,unknown,204,3,-1,0,unknown,no
51,blue-collar,married,primary,no,640,yes,0,cellular,664,3,274,3,failure,no
56,management,married,tertiary,no,1162,no,0,cellular,191,1,-1,0,unknown,no
44,admin.,married,secondary,no,1179,yes,0,cellular,230,1,213,1,failure,no
41,blue-collar,married,secondary,no,617,yes,0,unknown,128,1,-1,0,unknown,no
54,self-employed,married,tertiary,no,791,no,0,telephone,5,4,-1,0,unknown,no
31,technician,single,secondary,no,629,yes,0,unknown,340,2,-1,0,unknown,no
25,admin.,single,secondary,no,520,yes,0,unknown,174,2,-1,0,unknown,no
50,technician,divorced,secondary,no,3530,no,0,cellular,896,4,-1,0,unknown,no
41,entrepreneur,married,tertiary,no,645,yes,0,unknown,55,2,-1,0,unknown,no
33,unemployed,single,tertiary,no,581,yes,0,unknown,890,5,-1,0,unknown,no
49,blue-collar,married,primary,no,3153,yes,0,unknown,348,1,-1,0,unknown,no
34,technician,single,tertiary,no,1432,no,0,cellular,340,3,-1,0,unknown,no
60,retired,married,primary,no,495,no,0,cellular,119,3,-1,0,unknown,no
45,admin.,married,secondary,no,1572,yes,0,cellular,148,2,189,2,failure,no
40,self-employed,married,secondary,no,424,no,0,unknown,59,1,-1,0,unknown,no
50,admin.,divorced,secondary,no,424,yes,0,unknown,172,1,-1,0,unknown,no
27,management,single,secondary,no,540,yes,0,cellular,136,2,-1,0,unknown,no
53,technician,married,secondary,no,524,no,0,cellular,203,4,-1,0,unknown,no
31,services,single,secondary,no,515,yes,0,cellular,109,2,-1,0,unknown,no
24,blue-collar,single,secondary,no,151,yes,0,cellular,12,3,355,4,other,no
68,retired,married,tertiary,no,2530,no,0,cellular,156,1,92,3,success,no
27,services,single,secondary,no,647,yes,1,cellular,295,2,-1,0,unknown,no
46,management,single,tertiary,no,2254,no,0,cellular,216,5,-1,0,unknown,no
23,technician,single,secondary,no,46,yes,1,unknown,195,10,-1,0,unknown,no
76,retired,married,unknown,no,3581,no,0,cellular,229,1,-1,0,unknown,no
48,entrepreneur,married,secondary,no,528,yes,1,cellular,53,1,-1,0,unknown,no
60,management,married,tertiary,no,2753,no,0,cellular,634,2,-1,0,unknown,no
46,entrepreneur,married,secondary,no,424,no,1,cellular,113,1,-1,0,unknown,no
36,admin.,single,secondary,no,872,yes,0,unknown,134,3,-1,0,unknown,no
30,technician,single,secondary,no,3144,yes,0,cellular,264,1,167,2,failure,no
33,management,single,tertiary,no,1595,yes,0,cellular,503,2,260,1,other,no
36,admin.,single,secondary,no,615,yes,0,cellular,16,7,-1,0,unknown,no
44,blue-collar,married,tertiary,no,2211,yes,0,unknown,696,1,-1,0,unknown,no
36,admin.,single,secondary,no,424,yes,0,cellular,137,2,-1,0,unknown,no
44,technician,married,secondary,no,2543,no,0,cellular,316,2,-1,0,unknown,no
70,retired,married,primary,no,2889,no,0,cellular,616,1,-1,0,unknown,no
48,technician,divorced,tertiary,no,507,no,1,cellular,241,6,-1,0,unknown,no
52,management,married,tertiary,no,430,no,0,telephone,55,1,-1,0,unknown,no
34,admin.,single,secondary,no,512,yes,0,unknown,167,2,-1,0,unknown,no
35,technician,married,secondary,no,718,yes,0,cellular,236,6,98,5,success,no
54,entrepreneur,married,tertiary,no,508,no,0,cellular,32,2,-1,0,unknown,no
47,technician,divorced,secondary,no,508,no,0,cellular,47,2,-1,0,unknown,no
38,blue-collar,married,secondary,no,1025,yes,0,unknown,159,12,-1,0,unknown,no
41,management,divorced,secondary,no,424,no,0,cellular,436,2,-1,0,unknown,no
28,blue-collar,married,secondary,no,120,yes,0,cellular,273,2,-1,0,unknown,no
58,services,married,secondary,no,392,no,1,telephone,148,2,205,6,failure,no
59,admin.,married,secondary,no,2191,no,0,telephone,271,2,-1,0,unknown,no
32,management,married,tertiary,no,1340,no,0,cellular,59,1,190,1,failure,no
55,blue-collar,married,secondary,no,2147,yes,0,cellular,147,1,259,4,failure,no
38,blue-collar,married,secondary,no,2830,no,0,unknown,152,1,-1,0,unknown,no
40,blue-collar,married,primary,no,1566,no,1,telephone,199,5,-1,0,unknown,no
45,entrepreneur,divorced,tertiary,no,1621,yes,1,cellular,204,2,162,3,failure,no
42,entrepreneur,married,secondary,no,470,no,0,cellular,995,1,-1,0,unknown,no
53,self-employed,married,secondary,no,957,yes,0,cellular,113,4,-1,0,unknown,no
32,technician,married,secondary,no,208,no,0,cellular,224,9,-1,0,unknown,no
55,housemaid,married,primary,no,428,no,0,cellular,83,3,-1,0,unknown,no
54,services,married,unknown,no,809,no,1,cellular,72,1,152,1,success,no
46,blue-collar,married,secondary,no,153,no,1,cellular,113,1,-1,0,unknown,no
39,management,married,tertiary,no,424,yes,0,cellular,110,1,-1,0,unknown,no
36,management,divorced,tertiary,no,3728,no,0,cellular,188,1,-1,0,unknown,no
44,management,married,tertiary,no,79,yes,0,cellular,358,1,-1,0,unknown,no
28,student,single,tertiary,no,2872,yes,0,cellular,417,5,91,7,success,no
36,admin.,married,secondary,no,888,yes,0,unknown,158,1,-1,0,unknown,no
43,technician,married,secondary,no,1392,yes,1,cellular,49,1,-1,0,unknown,no
25,blue-collar,married,secondary,no,1173,yes,0,unknown,502,3,-1,0,unknown,no
31,management,married,tertiary,no,680,yes,0,cellular,26,24,-1,0,unknown,no
60,retired,married,tertiary,no,2780,no,0,cellular,126,2,-1,0,unknown,no
29,technician,divorced,secondary,no,548,no,0,unknown,123,1,-1,0,unknown,no
46,services,divorced,secondary,no,779,yes,0,cellular,120,2,338,8,other,no
31,management,married,tertiary,no,1797,no,0,cellular,282,2,-1,0,unknown,no
31,management,married,tertiary,no,464,no,0,cellular,116,2,-1,0,unknown,no
45,blue-collar,married,unknown,no,198,yes,0,unknown,202,3,-1,0,unknown,no
60,retired,married,primary,no,989,no,1,cellular,421,1,-1,0,unknown,no
50,housemaid,married,secondary,no,811,no,0,cellular,150,2,89,2,success,no
34,management,married,tertiary,no,1000,yes,0,cellular,241,2,153,1,failure,no
33,admin.,married,secondary,no,441,yes,0,cellular,72,1,351,1,failure,no
57,housemaid,married,primary,no,684,yes,0,unknown,36,3,-1,0,unknown,no
38,self-employed,divorced,secondary,no,424,yes,0,cellular,82,1,-1,0,unknown,no
42,management,married,tertiary,no,2010,yes,0,unknown,29,1,-1,0,unknown,no
54,self-employed,married,primary,no,1764,no,0,unknown,58,1,-1,0,unknown,no
46,services,divorced,unknown,no,2754,no,0,unknown,150,3,-1,0,unknown,no
59,management,married,primary,no,2504,yes,0,cellular,102,1,131,2,failure,no
38,self-employed,married,secondary,no,639,yes,0,cellular,68,1,167,1,failure,no
49,technician,married,secondary,no,3695,no,0,cellular,75,8,-1,0,unknown,no
49,technician,married,tertiary,no,504,no,0,cellular,121,1,-1,0,unknown,no
30,technician,divorced,tertiary,no,741,yes,0,cellular,65,5,-1,0,unknown,no
52,self-employed,single,primary,no,641,no,1,cellular,191,6,-1,0,unknown,no
38,admin.,married,secondary,no,3163,no,0,unknown,1194,3,-1,0,unknown,no
44,admin.,single,secondary,no,699,yes,0,cellular,5,5,367,4,failure,no
39,management,married,primary,no,1154,yes,1,cellular,213,3,-1,0,unknown,no
38,admin.,married,secondary,no,2017,no,0,unknown,61,2,-1,0,unknown,no
36,technician,divorced,secondary,no,979,yes,0,cellular,152,3,189,1,failure,no
32,services,married,secondary,no,631,yes,0,unknown,358,1,-1,0,unknown,no
57,admin.,divorced,secondary,no,126,yes,1,unknown,143,8,-1,0,unknown,no
45,blue-collar,married,primary,no,1203,no,1,cellular,77,1,-1,0,unknown,no
43,management,divorced,tertiary,no,1506,yes,0,cellular,129,1,-1,0,unknown,no
42,admin.,single,secondary,no,3012,yes,0,cellular,144,1,-1,0,unknown,no
58,retired,married,secondary,no,679,no,0,unknown,360,3,-1,0,unknown,no
53,unemployed,married,secondary,no,1005,yes,0,unknown,94,2,-1,0,unknown,no
30,technician,married,secondary,no,1159,no,0,cellular,140,2,-1,0,unknown,no
40,blue-collar,married,primary,no,993,yes,0,unknown,107,3,-1,0,unknown,no
